"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.021346, 1, 0.021346, x0='50.0', x1='50.0', x10='50.0', x11='50.0', x2='50.0', x3='50.0', x4='50.0', x5='50.0', x6='50.0', x7='50.0', x8='50.0', x9='50.0'
