"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.019827, 1, 0.019827, x0='50.0', x1='50.0', x10='50.0', x11='50.0', x2='50.0', x3='50.0', x4='50.0', x5='50.0', x6='50.0', x7='50.0', x8='50.0', x9='50.0'
9.078444, -136.297923, 9.162307, 1, 0.083863, x0='50.0', x1='50.0', x10='50.0', x11='50.0', x2='50.0', x3='50.0', x4='50.0', x5='50.0', x6='50.0', x7='50.0', x8='50.0', x9='50.0'
473.430589, -145.029064, 476.942017, 2, 3.511428, x0='84.375', x1='21.875', x10='9.375', x11='15.625', x2='53.125', x3='9.375', x4='28.125', x5='59.375', x6='53.125', x7='65.625', x8='15.625', x9='9.375'
920.694089, -146.411112, 927.449771, 3, 6.755682, x0='78.125', x1='78.125', x10='65.625', x11='46.875', x2='71.875', x3='3.125', x4='21.875', x5='3.125', x6='34.375', x7='9.375', x8='21.875', x9='15.625'
